article_id,title,parsed_category,parsed_is_reply,independent_category,independent_is_reply,category_agree,reply_agree,both_agree,has_tag,in_whitelist
M.1625864996.A.AE9,Re: [請益] 有人虧損賠到想過要自殺的嗎?怎麼走出呢?,請益,True,請益,True,True,True,True,True,True
M.1609832882.A.1B7,[新聞] 博達案葉素菲3年勞役期滿 預計10日出獄,新聞,False,新聞,False,True,True,True,True,True
M.1688173997.A.906,Re: [請益] 正二當沖交易稅沒減半？ 已刪文,請益,True,請益,True,True,True,True,True,True
M.1614241280.A.FEC,[新聞] 朋億擬配8元現金股利 殖利率5.61%,新聞,False,新聞,False,True,True,True,True,True
M.1532389669.A.BB7,[新聞] 外資砍殺穩懋 大和降評蘋概 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1703668582.A.101,[新聞] 全球第二大類比IC大廠ADI傳漲價 明年2月 起漲幅1-2成,新聞,False,新聞,False,True,True,True,True,True
M.1561789793.A.91C,[Live] 大阪G20峰會 川普舉行會後記者會,其他,False,Live,False,True,True,True,True,False
M.1611452571.A.ACD,[新聞] 台股衝萬6網友股票卻慘賠　網友建議全賣 改買台積電,新聞,False,新聞,False,True,True,True,True,True
M.1479370869.A.C60,Re: [新聞] 國泰金特別股 已刪文,新聞,True,新聞,True,True,True,True,True,True
M.1587484257.A.6E2,[心得] 四項指標，台股4/22看跌,心得,False,心得,False,True,True,True,True,True
M.1530145477.A.4BD,[新聞] 外資：台積電爆發力在明年 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1658732691.A.182,[新聞] 威盛 法人轉賣為買,新聞,False,新聞,False,True,True,True,True,True
M.1625883801.A.5AE,Re: [情報] 拜登葛格的行政命令,情報,True,情報,True,True,True,True,True,True
M.1622694437.A.7AF,[新聞] ock.yahoo.com/news_content/url/d/a/121126/3/3i2q4.html,新聞,False,新聞,False,True,True,True,True,True
M.1659572595.A.7FE,Re: [標的] 00900 溢價 +8.31% 何時修正? 已刪文,標的,True,標的,True,True,True,True,True,True
M.1691569855.A.15A,Re: [請益] 當沖漲1-2塊就賣是對的嗎？,請益,True,請益,True,True,True,True,True,True
M.1587279609.A.040,［標的］6510精測 大力空,未分類,False,未分類,False,True,True,True,False,False
M.1640668019.A.95E,[新聞] 從美乃滋到冷凍食品通通漲 美部分食品明 年猛漲20%,新聞,False,新聞,False,True,True,True,True,True
M.1678957134.A.C84,[情報] 4743 合一 公告本公司南州廠通過國產醫,情報,False,情報,False,True,True,True,True,True
M.1624937364.A.3F8,Re: [標的] 萬海 2615 無腦空,標的,True,標的,True,True,True,True,True,True
M.1680067394.A.F97,[新聞] 下半年否極泰來 連續藍燈為台股長線布局 良機,新聞,False,新聞,False,True,True,True,True,True
M.1721870380.A.0AA,[請益] AAA等級債券若連環違約對股市的影響?,請益,False,請益,False,True,True,True,True,True
M.1729237217.A.015,[請益] 買借死 VS 4%法則  到底哪個比較好？,請益,False,請益,False,True,True,True,True,True
M.1690212875.A.475,Re: [心得] 存股三年多 歷程分享,心得,True,心得,True,True,True,True,True,True
M.1649948347.A.C88,Re: [情報] 馬斯克提出現金收購推特,情報,True,情報,True,True,True,True,True,True
M.1535393990.A.488,[新聞] 力晶砸千億設廠 黃崇仁：台灣最有競爭力 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1636630682.A.9F1,[情報] 1111 上市櫃外資投信買超金額排行,情報,False,情報,False,True,True,True,True,True
M.1721429117.A.312,[新聞] 歐美不跟中國玩了！電動車派對喊卡、燃油,新聞,False,新聞,False,True,True,True,True,True
M.1618733495.A.1F1,[新聞] 40萬放7年變100萬！小資女無腦操作「挑這 1種股」：不用天天看盤,新聞,False,新聞,False,True,True,True,True,True
M.1622210542.A.FBD,[新聞] 新竹、寶山、竹東6/3起供五停二 半導體廠 ：不影響生產,新聞,False,新聞,False,True,True,True,True,True
M.1640830636.A.E9E,[新聞] 免等T+2！台股賣出當天可變現 最快明年4 月底上路,新聞,False,新聞,False,True,True,True,True,True
M.1560539715.A.6BA,Re: [新聞] 儲蓄保單不下架　富邦人壽要降宣告利率「 不排除降到1字頭」,新聞,True,新聞,True,True,True,True,True,True
M.1661336727.A.3EF,Re: [心得] 勞退保證收益與有限度自選,心得,True,心得,True,True,True,True,True,True
M.1447854323.A.692,[請益] 單一券商股票庫存量... 已刪文,請益,False,請益,False,True,True,True,True,True
M.1501246930.A.004,[請益] 限價單問題 已刪文,請益,False,請益,False,True,True,True,True,True
M.1543379826.A.D6C,Re: [標的] 萬點前 最後上車機會 G20後飛天!? 已刪文,標的,True,標的,True,True,True,True,True,True
M.1549245052.A.938,Re: [標的] CHL 多 已刪文,標的,True,標的,True,True,True,True,True,True
M.1521193613.A.EA3,Re: [標的] 8112至上（爽公告！推文有人發雞排！ 已刪文,標的,True,標的,True,True,True,True,True,True
M.1593489491.A.EE0,[其他] 已刪文,其他,False,其他,False,True,True,True,True,True
M.1598751555.A.155,[其他] 有關掛單問題 已刪文,其他,False,其他,False,True,True,True,True,True
M.1689818342.A.2AD,[請益] 權證是不是很黑....,請益,False,請益,False,True,True,True,True,True
M.1737353342.A.184,[創作] 可以不是你（華新版）,創作,False,創作,False,True,True,True,True,True
M.1496298799.A.7AF,[標的] 國產 2504 多 已刪文,標的,False,標的,False,True,True,True,True,True
M.1495076043.A.FD6,[新聞] 萬點之路 張錫：利多還沒發酵 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1502112456.A.45E,[新聞] 聯發科7月營收降至189億元 月減13% 8、9月可望回升 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1578378463.A.EEF,[請益] 年薪1.8M想來投資看看股票 已刪文,請益,False,請益,False,True,True,True,True,True
M.1528810021.A.C9F,[標的] 廣積8050  多 已刪文,標的,False,標的,False,True,True,True,True,True
M.1494907628.A.2F0,Re: [新聞] 金管會示警 年輕人不買股是重大危機 已刪文,新聞,True,新聞,True,True,True,True,True,True
M.1536590439.A.26C,[心得] 畢業文 已刪文,心得,False,心得,False,True,True,True,True,True
M.1493169245.A.2FC,[新聞] 台積年報藏玄機 張忠謀啟動交棒 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1459228333.A.2F2,[新聞] 投機客空單回補的差不多了？專家：原油 不再遭賣超 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1724123159.A.8F9,[請益] 證券商內控，超過額度不能買?,請益,False,請益,False,True,True,True,True,True
M.1595854999.A.EC4,[心得] 台積國，一邊一國~盤勢指導,心得,False,心得,False,True,True,True,True,True
M.1661529609.A.941,[創作] 堅持到底,創作,False,創作,False,True,True,True,True,True
M.1538885956.A.FA5,[新聞] 川普間諜論發酵／美媒：中祭密令 召回留 美高官子女 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1610367952.A.510,[標的] 3406 玉晶光 稱王多,標的,False,標的,False,True,True,True,True,True
M.1620103051.A.CE0,Re: [請益] 5/4面板的走勢會如何!?,請益,True,請益,True,True,True,True,True,True
M.1592221477.A.A64,[新聞] 擊退外商獲台電風場628億標案 富崴：取得 兆元商機門票,新聞,False,新聞,False,True,True,True,True,True
M.1638858009.A.C81,[創作] 錢輸光和豬腦袋,創作,False,創作,False,True,True,True,True,True
M.1687265340.A.1AE,[請益] 航運股 長榮(2603) 陽明(2609)參與除息,請益,False,請益,False,True,True,True,True,True
M.1732596839.A.808,Re: [新聞] 新聞] 對抗中國「歐洲希望」垮了! 「電 池冠軍」Northvolt破產 歐盟面臨重大打擊,新聞,True,新聞,True,True,True,True,True,True
M.1453097708.A.884,[新聞] 金融業憂心 服貿貨貿恐延宕 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1441498395.A.D56,[標的] 航空股該留嗎? 已刪文,標的,False,標的,False,True,True,True,True,True
M.1674302171.A.88D,Re: [情報] 0120 SCFI 1029.75 (-1.67),情報,True,情報,True,True,True,True,True,True
M.1551622643.A.81B,[標的] 3030德律 多,標的,False,標的,False,True,True,True,True,True
M.1703841161.A.727,[標的] 2023 股民平均值(略低)年報分享,標的,False,標的,False,True,True,True,True,True
M.1637555735.A.C0B,[新聞] 市場派狙擊公司4手法曝 金管會將這樣做,新聞,False,新聞,False,True,True,True,True,True
M.1729596505.A.16C,[請益] 微軟(MSFT.US)怎麼了? 已刪文,請益,False,請益,False,True,True,True,True,True
M.1654506249.A.005,[情報] 藥華藥(6446) 111年 5 月營收,情報,False,情報,False,True,True,True,True,True
M.1644926507.A.86A,"Re: [新聞] ""總是要談的"" 普丁已準備與烏克蘭進行談判",新聞,True,新聞,True,True,True,True,True,True
M.1532407716.A.C62,[新聞] 美系大客戶訂單轉淡法人估宏捷科Q3營收季 減10~20% 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1545491618.A.078,[其他] 107年12月22日信用交易統計 已刪文,其他,False,其他,False,True,True,True,True,True
M.1684336093.A.682,[新聞] 美債限談判 麥卡錫：本周末有望達協議 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1646280892.A.FE8,[請益] 勞退慘賠是不是buy the dip失敗案例 已刪文,請益,False,請益,False,True,True,True,True,True
M.1450254469.A.911,[新聞] 亞太未來都市排名 台北僅次新加坡東京 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1620142655.A.70C,[新聞] 美國財長葉倫表示可能提前升息,新聞,False,新聞,False,True,True,True,True,True
M.1564318702.A.235,Re: [請益] 被動收入24萬/年有人達到過嗎 已刪文,請益,True,請益,True,True,True,True,True,True
M.1534784317.A.889,Re: [新聞] NVIDIA第2季挖礦晶片銷售額遠遜預期、盤 後大跌5% 已刪文,新聞,True,新聞,True,True,True,True,True,True
M.1625127155.A.1D9,Re: [情報] 王文良:明天空航運股,情報,True,情報,True,True,True,True,True,True
M.1730167720.A.A8C,Re: [標的] 5603陸海吊車大王起飛多,標的,True,標的,True,True,True,True,True,True
M.1621421751.A.DB3,[情報] 0519 Top 100 券商最近一日買超500張以上,情報,False,情報,False,True,True,True,True,True
M.1648424661.A.899,Re: [請益] 台股來說穩定領6趴股利實務上是可行的嗎,請益,True,請益,True,True,True,True,True,True
M.1625711259.A.916,[心得] 1秒撮合和20分鐘撮合差別,心得,False,心得,False,True,True,True,True,True
M.1727067309.A.378,[情報] 3202 樺晟 目前基隆轉運站營運正常,情報,False,情報,False,True,True,True,True,True
M.1587006327.A.4EB,Re: [新聞] 合一結盟丹麥皮膚醫學大廠 授權異位性皮 膚炎新藥 已刪文,新聞,True,新聞,True,True,True,True,True,True
M.1632469851.A.B43,Re: [問題] 請問股票贈與問題,其他,True,問題,True,True,True,True,True,False
M.1458306517.A.384,[標的] 3596 智易 已刪文,標的,False,標的,False,True,True,True,True,True
M.1500294695.A.D5A,Re: [請益] 委託價格 成交均價 已刪文,請益,True,請益,True,True,True,True,True,True
M.1653458402.A.81E,[閒聊] 2022/05/25 盤後閒聊,閒聊,False,閒聊,False,True,True,True,True,True
M.1683819706.A.187,[心得] 美股個股空頭歷史資料整理網站,心得,False,心得,False,True,True,True,True,True
M.1665134945.A.53F,[情報] 5425台半 111年9月營收,情報,False,情報,False,True,True,True,True,True
M.1616566810.A.504,Re: [新聞] 民生限水 王美花：做最壞打算 已刪文,新聞,True,新聞,True,True,True,True,True,True
M.1575557976.A.F2A,[請益] 請問美股推薦用哪個海外券商？,請益,False,請益,False,True,True,True,True,True
M.1693578830.A.968,[新聞] 緯創AI伺服器Q3放量出貨，今年貢獻業績20,新聞,False,新聞,False,True,True,True,True,True
M.1521782639.A.6F9,[標的] 大盤(空) 已刪文,標的,False,標的,False,True,True,True,True,True
M.1719622590.A.7E2,[新聞] 蛋價慘跌　陳駿季發文國軍幫吃蛋,新聞,False,新聞,False,True,True,True,True,True
M.1581348473.A.450,[公告] memory168 semna a89182a89182 水桶,公告,False,公告,False,True,True,True,True,True
M.1734046304.A.115,[情報] 博通盤後漲15%,情報,False,情報,False,True,True,True,True,True
M.1487311075.A.AD2,[公告] smile831 遭板主砍文三篇 水桶一週,公告,False,公告,False,True,True,True,True,True
M.1476122340.A.B02,[新聞] 沙國：油價年底前升至每桶60美元不無可能 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1721404271.A.CCF,Re: [新聞] 「台灣偷走美國晶片生意」川普嗆這句！台 股1族群竟狂飆,新聞,True,新聞,True,True,True,True,True,True
M.1652173552.A.121,[情報] 6405悅城處分台積電普通股股票之公告,情報,False,情報,False,True,True,True,True,True
M.1644481127.A.FA4,[新聞] 亞泥礦場爭議獲政府背書露曙光　國泰看好 買進水泥股,新聞,False,新聞,False,True,True,True,True,True
M.1494842145.A.F89,[標的] 3646艾恩特(多) 已刪文,標的,False,標的,False,True,True,True,True,True
M.1723513075.A.36D,[請益] 00960盲猜成分股 已刪文,請益,False,請益,False,True,True,True,True,True
M.1725598066.A.0FF,[新聞] 三星、台積電將共同研發HBM4,新聞,False,新聞,False,True,True,True,True,True
M.1729745992.A.581,Re: [新聞] 遭日本SBI抨擊沒誠信　黃崇仁罕見親上火 線反擊喊「我們辦不到」,新聞,True,新聞,True,True,True,True,True,True
M.1502100359.A.A17,[新聞] 玉晶光106年7月營收5.79億、年減10.02% 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1625448858.A.B30,[情報] 委託人於開市及收市前有異常大量委託後撤,情報,False,情報,False,True,True,True,True,True
M.1722393396.A.02F,[標的] 5351 鈺創 當沖多 抽插多,標的,False,標的,False,True,True,True,True,True
M.1649123324.A.8DF,[請益] 這次連假 鬼故事算多還少 已刪文,請益,False,請益,False,True,True,True,True,True
M.1724833001.A.6BB,Re: [新聞] 3大金控搶親爆黑幕？他揭「金管會人事異 動」　有貓膩：太招搖了,新聞,True,新聞,True,True,True,True,True,True
M.1575803517.A.CAF,[請益] 半財富自由可以從事什麼輕鬆工作 已刪文,請益,False,請益,False,True,True,True,True,True
M.1611808611.A.637,[新聞] 騎虎難下！Discord封禁GameStop散戶討論 伺服器,新聞,False,新聞,False,True,True,True,True,True
M.1736238255.A.272,[新聞] 大直、新竹到三重損鄰案頻傳 土木技師曝 營建業一困境,新聞,False,新聞,False,True,True,True,True,True
M.1487565302.A.EBD,[新聞] 短線過熱、今年獲利恐下滑，美律150元站 不住 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1625327652.A.81F,[新聞] 墨西哥灣海底天然氣管道破裂 海面湧現沸 騰火眼[影],新聞,False,新聞,False,True,True,True,True,True
M.1506407554.A.8DE,[新聞] 台股大跌  顧立雄：基本面仍不錯 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1599757389.A.C88,[請益] 6414樺漢,請益,False,請益,False,True,True,True,True,True
M.1718943825.A.3EC,[新聞] 德韓共同目標 擺脫中國依賴,新聞,False,新聞,False,True,True,True,True,True
M.1539080754.A.E49,[請益] OTC上櫃為什麼比上市股票容易跌？ 已刪文,請益,False,請益,False,True,True,True,True,True
M.1623403545.A.3C4,Re: [心得] 110年【5月份金控股】EPS排名(全已公布),心得,True,心得,True,True,True,True,True,True
M.1565066507.A.AF6,Re: [新聞] 富邦VIX飆漲爆出62萬張大量 創紀錄,新聞,True,新聞,True,True,True,True,True,True
M.1704882642.A.B44,[情報] 8044網家 12月營收,情報,False,情報,False,True,True,True,True,True
M.1569990018.A.85B,Re: [請益] 看書看到很多矛盾處,請益,True,請益,True,True,True,True,True,True
M.1444055630.A.244,[其他] 10/5 台灣集中市場外資買賣超前30名 已刪文,其他,False,其他,False,True,True,True,True,True
M.1644396743.A.C67,[新聞] 傳統汽車大廠正積極投注固態電池技術,新聞,False,新聞,False,True,True,True,True,True
M.1658141892.A.CFA,[新聞] 鑽石生技25日登興櫃市場 本周四舉行掛牌 前法人說明會,新聞,False,新聞,False,True,True,True,True,True
M.1734359364.A.737,[新聞] 中鋼：鋼市有望蛇來運轉,新聞,False,新聞,False,True,True,True,True,True
M.1632401313.A.6BD,[標的] 1102.TW  亞泥籌碼面請益,標的,False,標的,False,True,True,True,True,True
M.1540855356.A.5EF,[新聞] 道瓊挫跌245點 美股震盪走低 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1640582400.A.195,[標的] 2369 菱生多,標的,False,標的,False,True,True,True,True,True
M.1528165346.A.FBB,[新聞] 自稱窮得只剩閒 扁聽草根聲：股市上萬點 又如何 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1586161968.A.780,Re: [新聞] 美股恐再跌4成！華爾街大佬：標普500最慘 跌至1500點,新聞,True,新聞,True,True,True,True,True,True
M.1588555558.A.295,[新聞] 酷碰券大改版 消費千元享500優惠,新聞,False,新聞,False,True,True,True,True,True
M.1510641415.A.82E,[新聞] 京東方合肥10.5代線將於今年12月提前投產 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1634184618.A.42A,[標的] 6547 高端多,標的,False,標的,False,True,True,True,True,True
M.1678607183.A.D0D,[新聞] SVB關閉投資人急領錢 她存款3億狂CALL銀 行：人生最糟的18個小時,新聞,False,新聞,False,True,True,True,True,True
M.1525493368.A.E63,[請益] 錸德獲japan disc 大單 已刪文,請益,False,請益,False,True,True,True,True,True
M.1726700872.A.07B,[新聞] HTC揭曉其新款一體式XR頭戴裝置VIVE Focu,新聞,False,新聞,False,True,True,True,True,True
M.1645711029.A.FAD,[情報] 1727 中華化 開獎 配息0.52,情報,False,情報,False,True,True,True,True,True
M.1640071586.A.9C0,[情報] 110年12月21日 櫃買法人買賣金額統計表,情報,False,情報,False,True,True,True,True,True
M.1568896387.A.763,[新聞] 華映轉單效應 彩晶：各面板廠都有受惠,新聞,False,新聞,False,True,True,True,True,True
M.1596585354.A.14B,Re: [標的] 黃金各種無腦多 已刪文,標的,True,標的,True,True,True,True,True,True
M.1585100110.A.9C9,Re: [請益] 大家真的是不怕元油正2下市？,請益,True,請益,True,True,True,True,True,True
M.1555495610.A.FFE,[標的] 鴻海 多到底,標的,False,標的,False,True,True,True,True,True
M.1559833674.A.5ED,Re: [標的] 想詢問金融股的漲跌該如何做功課？ 已刪文,標的,True,標的,True,True,True,True,True,True
M.1620787881.A.9BC,Re: [標的] 2108南帝 昇天多,標的,True,標的,True,True,True,True,True,True
M.1595909166.A.5BE,[新聞] 台灣自駕腳步突出　整廠輸出規模化可期,新聞,False,新聞,False,True,True,True,True,True
M.1431103798.A.279,Re: [投顧] 非凡炫哥講話旁邊的警語 已刪文,投顧,True,投顧,True,True,True,True,True,True
M.1610436778.A.28F,[新聞] 分析師：醫護人員感染對台股影響有限,新聞,False,新聞,False,True,True,True,True,True
M.1583142730.A.DBE,[請益] 人類是不是找到經濟萬靈丹了？,請益,False,請益,False,True,True,True,True,True
M.1646980035.A.6B5,[新聞] 危機入市首重1指標 謝金河再薦2檔IC設計 股,新聞,False,新聞,False,True,True,True,True,True
M.1714097984.A.32C,[新聞] 4月除息台股ETF 4檔填息,新聞,False,新聞,False,True,True,True,True,True
M.1632456189.A.BEB,[新聞] 軍公教調薪有望 蘇貞昌：政府帶動企業,新聞,False,新聞,False,True,True,True,True,True
M.1716731492.A.97D,Re: [心得] 信貸/質押長期投資分享 已刪文,心得,True,心得,True,True,True,True,True,True
M.1529569832.A.3BD,[新聞]台半、鼎翰目標價 里昂初評喊上110元、309 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1649225851.A.5B8,Re: [請益] 升息是不是不能無腦買大盤改買金融 已刪文,請益,True,請益,True,True,True,True,True,True
M.1510318177.A.EE7,[新聞] 冠德建設董座馬玉山　無預警宣布退休 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1585152161.A.64C,Re: [心得] 大盤看法 3/25 更新,心得,True,心得,True,True,True,True,True,True
M.1559919634.A.A4A,Re: [請益] 大家有經歷過2009金融海嘯嗎?? 已刪文,請益,True,請益,True,True,True,True,True,True
M.1601999221.A.67B,[新聞] 台股10月驚奇來囉！分析師：大盤上空無쀵 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1705054441.A.555,[情報] 2323 中環 處分長榮海運普通股,情報,False,情報,False,True,True,True,True,True
M.1465887144.A.138,[其他] 105年06月14日三大法人買賣金額統計表 已刪文,其他,False,其他,False,True,True,True,True,True
M.1718617841.A.934,[標的] 鴻海 郭董今天在想什麼？ 已刪文,標的,False,標的,False,True,True,True,True,True
M.1715404089.A.2AF,[請益] 為何不推出低股息ETF 已刪文,請益,False,請益,False,True,True,True,True,True
M.1733358309.A.540,[新聞] SRAM密度較高下 美科技網站：台積電N2遠 勝英特爾18A,新聞,False,新聞,False,True,True,True,True,True
M.1625654154.A.B0B,[新聞] 國巨、鴻海合資公司改名「國創半導體」 ，董座陳泰銘：成長翻倍很合理,新聞,False,新聞,False,True,True,True,True,True
M.1617807503.A.F4D,Re: [公告] 板規討論-處分累進原則 <此篇公告開放回覆>,公告,True,公告,True,True,True,True,True,True
M.1544787341.A.08B,[新聞] 高雄招商成果斐然，連續三年獲頒招商卓越 獎 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1645518506.A.45C,[情報] 0222上市外資買賣超排行,情報,False,情報,False,True,True,True,True,True
M.1708045944.A.32B,1432 大魯閣 1月營收 已刪文,未分類,False,未分類,False,True,True,True,False,False
M.1579237384.A.5A7,[新聞] 《金融股》延長併購中壽若受阻？開發金：,新聞,False,新聞,False,True,True,True,True,True
M.1645711907.A.307,[請益] 元大投資先生定期定額006208,請益,False,請益,False,True,True,True,True,True
M.1556251498.A.BC1,[請益] 現在學作空還來得及嗎？ 已刪文,請益,False,請益,False,True,True,True,True,True
M.1621549159.A.91B,Re: [標的] 大盤  跌深反彈  近日抄底多,標的,True,標的,True,True,True,True,True,True
M.1722618624.A.211,[請益] 哲哲沒人敢笑他了吧? 已刪文,請益,False,請益,False,True,True,True,True,True
M.1622008525.A.543,Re: [新聞]台驊：海運旺到明年 船公司獲利有望季季高,新聞,True,新聞,True,True,True,True,True,True
M.1550454565.A.CCF,Re: [標的] 2107 厚生 已刪文,標的,True,標的,True,True,True,True,True,True
M.1490834791.A.65D,[請益] 關於跟著法人撿肉吃 已刪文,請益,False,請益,False,True,True,True,True,True
M.1538543694.A.426,[標的] 永昕在漲什麼R 已刪文,標的,False,標的,False,True,True,True,True,True
M.1705466631.A.1D6,[新聞] 中捷事故仲裁出爐 興富發賠2.2億  盧秀燕 ：這筆錢已提存,新聞,False,新聞,False,True,True,True,True,True
M.1614838750.A.1B5,[新聞] 金銀銅齊揚 ETF跟賺,新聞,False,新聞,False,True,True,True,True,True
M.1552612958.A.CD5,[新聞] 歐盟對中國提出10項具體行動以保歐洲繁榮,新聞,False,新聞,False,True,True,True,True,True
M.1718376494.A.5EF,Re: [請益] 這兩天00940你賣掉了嗎？,請益,True,請益,True,True,True,True,True,True
M.1639035596.A.925,[新聞] 仁寶11月營收1232.91億元 為歷史次高,新聞,False,新聞,False,True,True,True,True,True
M.1591233732.A.1FE,[新聞] 亞馬遜逆勢加租12架飛機 趁市況低迷急擴 空運機隊,新聞,False,新聞,False,True,True,True,True,True
M.1442500058.A.45E,[新聞] 兩岸標準論壇 將簽車聯網合作備忘錄 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1633526411.A.56D,[創作] 融資斷頭（2021畢業之浪子回頭）,創作,False,創作,False,True,True,True,True,True
M.1670941723.A.4C5,[新聞] 自行車庫存史上最嚴重！巨大重挫市值蒸發 70億　最新聲明「這時候」庫存回歸正常,新聞,False,新聞,False,True,True,True,True,True
M.1434000801.A.FA7,[心得] 0611大盤過後:多頭套進來，空單洗一遍 已刪文,心得,False,心得,False,True,True,True,True,True
M.1656564436.A.D05,Re: [請益] 大盤 大跌 量縮 是什麼訊號?,請益,True,請益,True,True,True,True,True,True
M.1435378229.A.BA9,Re: [請益] 從10萬滾到100萬很難嗎? 已刪文,請益,True,請益,True,True,True,True,True,True
M.1500294206.A.DEC,[標的] 3090 日電貿 已刪文,標的,False,標的,False,True,True,True,True,True
M.1635968431.A.1EA,[請益] 美股接下來還有什麼利空嗎,請益,False,請益,False,True,True,True,True,True
M.1720926402.A.A33,Re: [請益] 川普遭槍擊對股市有什麼實質影響？,請益,True,請益,True,True,True,True,True,True
M.1613473283.A.9A8,Re: [心得] 近五年美股輸給台股台灣人才開始瘋美股？,心得,True,心得,True,True,True,True,True,True
M.1577885512.A.895,[標的] 台指 多,標的,False,標的,False,True,True,True,True,True
M.1657584619.A.AA5,[新聞] 馬斯克狂笑四連拍！推特怒批故意違反協議,新聞,False,新聞,False,True,True,True,True,True
M.1606123243.A.27F,[新聞] 為什麼經濟成長、薪資卻停滯？從數據分析 看見臺灣經濟發展的突破點,新聞,False,新聞,False,True,True,True,True,True
M.1722671633.A.0C8,Re: [心得] 債蛙們站出來吧,心得,True,心得,True,True,True,True,True,True
M.1595589735.A.66C,[新聞] 螞蟻雄兵集結！6月證券劃撥存款飆歷史新 高,新聞,False,新聞,False,True,True,True,True,True
M.1734331277.A.047,[新聞] 俄羅斯最大晶圓廠 Angstrom-T宣布破產,新聞,False,新聞,False,True,True,True,True,True
M.1569474014.A.7F4,[新聞] 台商回流超預期 寶華上修今年ＧＤＰ至2.3 ％,新聞,False,新聞,False,True,True,True,True,True
M.1430714119.A.ECB,[標的] 2456 奇力新 已刪文,標的,False,標的,False,True,True,True,True,True
M.1537491587.A.7EA,Re: [請益] 假如存到300萬如何運用最好？ 已刪文,請益,True,請益,True,True,True,True,True,True
M.1557551443.A.890,Re: [新聞] 川普下令將對其餘中國商品加徵關稅,新聞,True,新聞,True,True,True,True,True,True
M.1584152168.A.897,Re: [標的] 看到什麼訊號 狀態代表疫情到底？,標的,True,標的,True,True,True,True,True,True
M.1584609998.A.47C,[新聞] 畫面曝光！桃機湧萬人逃難返國潮　防疫車 隊排爆...人龍繞2排看不到盡頭 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1609855596.A.025,Re: [標的] 和碩 4938 做多,標的,True,標的,True,True,True,True,True,True
M.1595427402.A.E3C,[新聞] 晶心科明年首認RISC-V權利金 營收估年增,新聞,False,新聞,False,True,True,True,True,True
M.1441458297.A.F1C,[新聞] 外資賭很大 期貨多單撐2萬口 已刪文,新聞,False,新聞,False,True,True,True,True,True
M.1645081530.A.84A,[情報] 111年02月17日 三大法人買賣金額統計表,情報,False,情報,False,True,True,True,True,True
M.1587122614.A.CCE,[心得] 向台股致敬，空軍畢業+1 已刪文,心得,False,心得,False,True,True,True,True,True
M.1650009174.A.F87,Re: [標的] 到現在多軍只有我套牢？持股請益,標的,True,標的,True,True,True,True,True,True
M.1691514790.A.280,[標的] 台積電 空,標的,False,標的,False,True,True,True,True,True
M.1540388152.A.9E4,Re: [請益] 到底!!要怎麼評估景氣循環股股價????? 已刪文,請益,True,請益,True,True,True,True,True,True
M.1452221609.A.523,[請益] 有這樣的看盤軟體嗎? 已刪文,請益,False,請益,False,True,True,True,True,True
M.1651117357.A.6BC,[新聞] 欣興昆山復工「閉環生產」 法人估衝擊年4,新聞,False,新聞,False,True,True,True,True,True
M.1503912605.A.339,[標的] 3035智原 已刪文,標的,False,標的,False,True,True,True,True,True
M.1536557135.A.BDE,[請益] 券買的價格是怎樣算出來的? 已刪文,請益,False,請益,False,True,True,True,True,True
M.1596175507.A.9B6,[標的] AMZN,標的,False,標的,False,True,True,True,True,True
M.1717916918.A.67D,[新聞] 全家董事改選 國泰蔡家萬寶開發傳拿3席進 軍超商通路【獨家】,新聞,False,新聞,False,True,True,True,True,True
M.1664951272.A.B95,[情報] 5247 信驊 九月營收,情報,False,情報,False,True,True,True,True,True
M.1658868434.A.79F,[新聞] Google財報不如預期 盤後上揚,新聞,False,新聞,False,True,True,True,True,True
M.1553660410.A.5BF,Re: [其他]開發金決議參與認購中壽保現金增資普通股,其他,True,其他,True,True,True,True,True,True
M.1737000125.A.FA0,[新聞] 華航董事長謝世謙今驚傳心肌梗塞猝逝,新聞,False,新聞,False,True,True,True,True,True
