ticker,name_short,sector,is_ky,n_years_available,years,status,note
2337,旺宏,半導體,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2338,光罩,半導體,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2340,台亞,半導體,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2342,茂矽,半導體,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2344,華邦電,半導體,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2351,順德,半導體,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2312,金寶,其他電子,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2317,鴻海,其他電子,0,11,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,OK,
2354,鴻準,其他電子,0,11,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,OK,
2359,所羅門,其他電子,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2360,致茂,其他電子,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2373,震旦行,其他電子,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2390,云辰,其他電子,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2404,漢唐,其他電子,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2423,固緯,其他電子,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2433,互盛電,其他電子,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2323,中環,光電,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2349,錸德,光電,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2374,佳能,光電,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2393,億光,光電,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2406,國碩,光電,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2409,友達,光電,0,11,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,OK,
2426,鼎元,光電,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2429,銘旺科,光電,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2438,翔耀,光電,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2466,冠西電,光電,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2347,聯強,電子通路,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2414,精技,電子通路,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2430,燦坤,電子通路,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
3010,華立,電子通路,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
3028,增你強,電子通路,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
3033,威健,電子通路,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
3036,文曄,電子通路,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
3048,益登,電子通路,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
3054,立萬利,電子通路,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
3055,蔚華科,電子通路,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2427,三商電,資訊服務,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2453,凌群,資訊服務,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2468,華經,資訊服務,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2471,資通,資訊服務,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2480,敦陽科,資訊服務,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
3029,零壹,資訊服務,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
4994,傳奇,資訊服務,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
5203,訊連,資訊服務,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
6112,邁達特,資訊服務,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
6183,關貿,資訊服務,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2616,山隆,油電燃氣,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
6505,台塑化,油電燃氣,0,11,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,OK,
8926,台汽電,油電燃氣,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
9908,大台北,油電燃氣,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
9918,欣天然,油電燃氣,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
9926,新海,油電燃氣,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
9931,欣高,油電燃氣,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
9937,全國,油電燃氣,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2701,萬企,觀光餐旅,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2702,華園,觀光餐旅,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2704,國賓,觀光餐旅,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2705,六福,觀光餐旅,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2706,第一店,觀光餐旅,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2707,晶華,觀光餐旅,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2712,遠雄來,觀光餐旅,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2722,夏都,觀光餐旅,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2723,美食-KY,觀光餐旅,1,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2727,王品,觀光餐旅,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2801,彰銀,金融,0,11,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,OK,
2812,台中銀,金融,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2816,旺旺保,金融,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2820,華票,金融,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2832,台產,金融,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2834,臺企銀,金融,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2836,高雄銀,金融,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2838,聯邦銀,金融,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2845,遠東銀,金融,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2849,安泰銀,金融,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2901,欣欣,貿易百貨,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2903,遠百,貿易百貨,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2905,三商,貿易百貨,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2906,高林,貿易百貨,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2908,特力,貿易百貨,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2910,統領,貿易百貨,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2911,麗嬰房,貿易百貨,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2912,統一超,貿易百貨,0,11,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,OK,
2913,農林,貿易百貨,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
2915,潤泰全,貿易百貨,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
3130,一零四,數位雲端,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
6165,浪凡,數位雲端,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
6614,資拓宏宇,數位雲端,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
6689,伊雲谷,數位雲端,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
6902,GOGOLOOK,數位雲端,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
6906,現觀科,數位雲端,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
7721,微程式,數位雲端,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
7722,LINEPAY,數位雲端,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
7765,中華資安,數位雲端,0,0,,NOT_COVERED,MOPS 損益表未抓取；金融業與 -KY 另有科目不同的問題——一律記為未涵蓋，不得填零（PRD §4.5）
8454,富邦媒,數位雲端,0,11,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,OK,
